,Lat,Lon,SMS,SM1,SDS,SD1,,
5817,34.05547,-118.37809,2.19,1.202,1.46,0.802,,
5883,34.05545,-118.37872,2.19,1.203,1.46,0.802,,
5926,34.05542,-118.37915,2.19,1.203,1.46,0.802,,
5998,34.05533,-118.37979,2.19,1.203,1.46,0.802,,
6496,34.05457,-118.38876,2.19,1.209,1.46,0.806,,
6510,34.05456,-118.38926,2.19,1.21,1.46,0.806,,
7207,34.1842,-118.40488,2.19,1.146,1.46,0.764,,
7778,34.05116,-118.415,2.19,1.219,1.46,0.812,,
7780,34.0513,-118.41504,2.19,1.219,1.46,0.813,,
8629,34.04775,-118.43271,2.19,1.22,1.46,0.813,,
9178,34.04622,-118.44142,2.19,1.22,1.46,0.813,,
9579,34.21543,-118.45037,2.19,1.064,1.46,0.709,,
9596,34.21569,-118.45071,2.19,1.063,1.46,0.708,,
9670,34.04489,-118.45176,2.19,1.22,1.46,0.813,,
9925,34.04495,-118.4546,2.19,1.219,1.46,0.813,,
10088,34.04512,-118.45697,2.19,1.22,1.46,0.813,,
10500,34.04518,-118.46348,2.19,1.219,1.46,0.813,,
10560,34.04517,-118.46407,2.19,1.219,1.46,0.812,,
10571,34.04528,-118.46417,2.19,1.219,1.46,0.813,,
11004,34.22331,-118.46936,2.19,1.047,1.46,0.698,,
11006,34.22305,-118.46942,2.19,1.046,1.46,0.697,,
11061,34.22356,-118.47049,2.19,1.046,1.46,0.698,,
11539,34.23951,-118.53445,2.19,1.047,1.46,0.698,,
11552,34.23959,-118.5351,2.19,1.047,1.46,0.698,,
628,34.02486,-118.25829,2.191,1.158,1.461,0.772,,
1112,34.03299,-118.27907,2.191,1.159,1.461,0.773,,
2768,34.04482,-118.30501,2.191,1.161,1.461,0.774,,
3878,34.05117,-118.32489,2.191,1.17,1.46,0.78,,
4587,34.08738,-118.34883,2.191,1.211,1.46,0.807,,
5880,34.0556,-118.37871,2.191,1.203,1.461,0.802,,
5923,34.05558,-118.37913,2.191,1.204,1.461,0.802,,
6066,34.07185,-118.38046,2.191,1.267,1.461,0.844,,
6543,34.05456,-118.39065,2.191,1.211,1.461,0.807,,
6562,34.05455,-118.39138,2.191,1.212,1.461,0.808,,
6592,34.05441,-118.39238,2.191,1.212,1.461,0.808,,
6865,34.16919,-118.39787,2.191,1.158,1.461,0.772,,
7783,34.05141,-118.41514,2.191,1.219,1.461,0.813,,
9213,34.04638,-118.44196,2.191,1.221,1.461,0.814,,
9688,34.04504,-118.45193,2.191,1.22,1.46,0.813,,
9932,34.04512,-118.45474,2.191,1.22,1.461,0.813,,
10141,34.2044,-118.45746,2.191,1.102,1.461,0.735,,
10506,34.04531,-118.46356,2.191,1.219,1.46,0.813,,
11085,34.2242,-118.47114,2.191,1.047,1.461,0.698,,
11097,34.22421,-118.47147,2.191,1.047,1.461,0.698,,
11109,34.2243,-118.4718,2.191,1.047,1.461,0.698,,
11531,34.23961,-118.53419,2.191,1.047,1.461,0.698,,
4719,34.08698,-118.35145,2.192,1.213,1.461,0.808,,
5994,34.0556,-118.37975,2.192,1.204,1.461,0.803,,
6575,34.05456,-118.39171,2.192,1.212,1.461,0.808,,
6595,34.05455,-118.39239,2.192,1.213,1.461,0.808,,
6615,34.05454,-118.3928,2.192,1.213,1.461,0.809,,
7206,34.18392,-118.40487,2.192,1.147,1.461,0.765,,
7676,34.19686,-118.4134,2.192,1.138,1.461,0.759,,
7743,34.19775,-118.4142,2.192,1.137,1.461,0.758,,
8645,34.04807,-118.43302,2.192,1.221,1.462,0.814,,
8992,34.0471,-118.4386,2.192,1.221,1.462,0.814,,
9576,34.20848,-118.45032,2.192,1.093,1.461,0.728,,
9590,34.20844,-118.45057,2.192,1.092,1.461,0.728,,
9982,34.04532,-118.45573,2.192,1.221,1.461,0.814,,
10038,34.04533,-118.45637,2.192,1.221,1.461,0.814,,
10090,34.0453,-118.45698,2.192,1.22,1.461,0.814,,
10106,34.04542,-118.45707,2.192,1.221,1.462,0.814,,
10142,34.04543,-118.45747,2.192,1.221,1.462,0.814,,
10435,34.04545,-118.46244,2.192,1.22,1.461,0.813,,
10447,34.19341,-118.46264,2.192,1.152,1.461,0.768,,
10457,34.18695,-118.46279,2.192,1.15,1.462,0.767,,
10461,34.2212,-118.4628,2.192,1.047,1.461,0.698,,
10469,34.18697,-118.46303,2.192,1.15,1.461,0.767,,
10476,34.18329,-118.46316,2.192,1.149,1.461,0.766,,
10524,34.04553,-118.46375,2.192,1.22,1.461,0.813,,
10544,34.16446,-118.46397,2.192,1.143,1.461,0.762,,
10567,34.15254,-118.46415,2.192,1.139,1.461,0.759,,
10579,34.15187,-118.46429,2.192,1.139,1.461,0.759,,
10802,34.04561,-118.46696,2.192,1.22,1.461,0.813,,
11045,34.22407,-118.47026,2.192,1.047,1.461,0.698,,
11074,34.22424,-118.47077,2.192,1.047,1.461,0.698,,
11131,34.04582,-118.47258,2.192,1.22,1.462,0.813,,
11132,34.0458,-118.47261,2.192,1.22,1.461,0.813,,
11133,34.0458,-118.47261,2.192,1.22,1.461,0.813,,
11617,34.24044,-118.53756,2.192,1.048,1.462,0.698,,
11636,34.24053,-118.53812,2.192,1.048,1.462,0.698,,
991,34.03165,-118.27536,2.193,1.16,1.462,0.773,,
1214,34.03469,-118.28214,2.193,1.161,1.462,0.774,,
1223,34.03476,-118.28229,2.193,1.161,1.462,0.774,,
5740,34.05591,-118.37705,2.193,1.203,1.462,0.802,,
5775,34.0559,-118.37767,2.193,1.204,1.462,0.802,,
5878,34.05582,-118.3787,2.193,1.204,1.462,0.803,,
6597,34.0547,-118.3924,2.193,1.213,1.462,0.809,,
6672,34.05455,-118.39407,2.193,1.214,1.462,0.81,,
6770,34.05441,-118.39571,2.193,1.215,1.462,0.81,,
6793,34.0544,-118.39613,2.193,1.216,1.462,0.811,,
7208,34.18378,-118.40488,2.193,1.148,1.462,0.765,,
7969,34.05074,-118.42035,2.193,1.221,1.462,0.814,,
8585,34.04838,-118.432,2.193,1.222,1.462,0.815,,
8672,34.04808,-118.43357,2.193,1.222,1.462,0.815,,
9205,34.04669,-118.44182,2.193,1.222,1.462,0.815,,
9228,34.04666,-118.4422,2.193,1.222,1.462,0.815,,
9840,34.04537,-118.45361,2.193,1.221,1.462,0.814,,
10408,34.19343,-118.46223,2.193,1.153,1.462,0.768,,
10442,34.18697,-118.46256,2.193,1.151,1.462,0.767,,
10530,34.15179,-118.46381,2.193,1.139,1.462,0.76,,
10542,34.15255,-118.46396,2.193,1.139,1.462,0.76,,
10545,34.15183,-118.46397,2.193,1.139,1.462,0.759,,
10553,34.15221,-118.46402,2.193,1.139,1.462,0.759,,
10589,34.04562,-118.46446,2.193,1.22,1.462,0.814,,
10782,34.04581,-118.46673,2.193,1.221,1.462,0.814,,
10794,34.04572,-118.46685,2.193,1.22,1.462,0.814,,
11598,34.24055,-118.53718,2.193,1.048,1.462,0.699,,
5499,34.20147,-118.37177,2.194,1.221,1.462,0.814,,
5875,34.05603,-118.37869,2.194,1.205,1.463,0.803,,
5921,34.05588,-118.37912,2.194,1.205,1.462,0.803,,
6727,34.05456,-118.39501,2.194,1.215,1.462,0.81,,
8534,34.04857,-118.43133,2.194,1.222,1.462,0.815,,
8590,34.04849,-118.43204,2.194,1.222,1.463,0.815,,
9214,34.04686,-118.44197,2.194,1.223,1.463,0.815,,
9414,34.04596,-118.44689,2.194,1.222,1.463,0.815,,
9852,34.0456,-118.4538,2.194,1.222,1.463,0.815,,
9991,34.04565,-118.45583,2.194,1.222,1.463,0.815,,
10128,34.04565,-118.45725,2.194,1.222,1.463,0.815,,
10413,34.18699,-118.46232,2.194,1.151,1.462,0.767,,
10441,34.04575,-118.46253,2.194,1.221,1.462,0.814,,
10485,34.16454,-118.4633,2.194,1.144,1.463,0.762,,
11530,34.24044,-118.53418,2.194,1.049,1.463,0.699,,
11546,34.24044,-118.53481,2.194,1.048,1.463,0.699,,
11734,34.2452,-118.56149,2.194,1.048,1.463,0.699,,
5319,34.1658,-118.36675,2.195,1.048,1.464,0.699,,
5527,34.20186,-118.37277,2.195,1.221,1.463,0.814,,
5814,34.05616,-118.37806,2.195,1.205,1.463,0.803,,
5993,34.05602,-118.37975,2.195,1.206,1.463,0.804,,
6033,34.05601,-118.38015,2.195,1.206,1.463,0.804,,
6797,34.05471,-118.39614,2.195,1.217,1.464,0.811,,
7576,34.19424,-118.4114,2.195,1.141,1.464,0.761,,
8515,34.0489,-118.43107,2.195,1.223,1.464,0.816,,
8664,34.0484,-118.43331,2.195,1.223,1.463,0.815,,
8687,34.0483,-118.43377,2.195,1.223,1.463,0.815,,
8861,34.04781,-118.43691,2.195,1.223,1.463,0.815,,
9087,34.0473,-118.43979,2.195,1.223,1.463,0.815,,
9137,34.04721,-118.44041,2.195,1.223,1.463,0.815,,
9188,34.04694,-118.44153,2.195,1.223,1.463,0.815,,
9439,34.04593,-118.44766,2.195,1.223,1.463,0.815,,
9860,34.04572,-118.45387,2.195,1.223,1.463,0.815,,
10177,34.2032,-118.45782,2.195,1.112,1.463,0.741,,
10379,34.04586,-118.46176,2.195,1.222,1.463,0.815,,
10445,34.04588,-118.46261,2.195,1.222,1.463,0.814,,
10455,34.04599,-118.46273,2.195,1.222,1.464,0.815,,
10832,34.04614,-118.46732,2.195,1.222,1.464,0.815,,
10841,34.04604,-118.46745,2.195,1.221,1.463,0.814,,
10961,34.22436,-118.4687,2.195,1.049,1.463,0.699,,
11614,34.24122,-118.53751,2.195,1.049,1.463,0.699,,
1134,34.03414,-118.27987,2.196,1.162,1.464,0.775,,
5101,34.08457,-118.36234,2.196,1.22,1.464,0.813,,
5126,34.16656,-118.36289,2.196,1.048,1.464,0.699,,
5813,34.0563,-118.37805,2.196,1.206,1.464,0.804,,
5877,34.05617,-118.3787,2.196,1.206,1.464,0.804,,
5992,34.05616,-118.37975,2.196,1.207,1.464,0.804,,
7741,34.19741,-118.41418,2.196,1.14,1.464,0.76,,
8460,34.0491,-118.43044,2.196,1.224,1.464,0.816,,
8604,34.0487,-118.43225,2.196,1.223,1.464,0.816,,
8694,34.04841,-118.43386,2.196,1.223,1.464,0.816,,
8699,34.04852,-118.43396,2.196,1.224,1.464,0.816,,
9034,34.04753,-118.43934,2.196,1.224,1.464,0.816,,
9144,34.04738,-118.44055,2.196,1.224,1.464,0.816,,
9175,34.04726,-118.44137,2.196,1.224,1.464,0.816,,
9198,34.04711,-118.44168,2.196,1.223,1.464,0.816,,
9561,34.20826,-118.45011,2.196,1.096,1.464,0.73,,
9653,34.20777,-118.45151,2.196,1.095,1.464,0.73,,
9802,34.04578,-118.45316,2.196,1.223,1.464,0.815,,
9815,34.04591,-118.45328,2.196,1.224,1.464,0.816,,
10014,34.04587,-118.45602,2.196,1.223,1.464,0.815,,
10023,34.04598,-118.45612,2.196,1.223,1.464,0.816,,
10080,34.04589,-118.45685,2.196,1.223,1.464,0.815,,
10087,34.046,-118.45694,2.196,1.223,1.464,0.815,,
10147,34.04599,-118.45754,2.196,1.223,1.464,0.815,,
10391,34.0461,-118.46199,2.196,1.223,1.464,0.815,,
10494,34.04608,-118.46341,2.196,1.222,1.464,0.815,,
10821,34.04624,-118.46721,2.196,1.222,1.464,0.815,,
5282,34.16594,-118.36577,2.197,1.049,1.465,0.699,,
5812,34.05644,-118.37805,2.197,1.206,1.465,0.804,,
5986,34.05629,-118.37971,2.197,1.207,1.465,0.805,,
6032,34.05628,-118.38014,2.197,1.207,1.465,0.805,,
6100,34.05615,-118.38077,2.197,1.207,1.464,0.805,,
6719,34.16508,-118.39495,2.197,1.153,1.464,0.768,,
7237,34.18344,-118.40493,2.197,1.15,1.465,0.766,,
8438,34.04932,-118.43007,2.197,1.224,1.465,0.816,,
8471,34.04928,-118.43056,2.197,1.224,1.465,0.816,,
8527,34.04913,-118.43125,2.197,1.224,1.465,0.816,,
8874,34.04803,-118.4371,2.197,1.224,1.465,0.816,,
8918,34.04802,-118.43764,2.197,1.224,1.465,0.816,,
9046,34.04762,-118.43945,2.197,1.224,1.464,0.816,,
9202,34.04723,-118.44178,2.197,1.224,1.465,0.816,,
10113,34.20384,-118.4571,2.197,1.109,1.465,0.74,,
10197,34.22095,-118.458,2.197,1.05,1.465,0.7,,
10311,34.19357,-118.46036,2.197,1.155,1.465,0.77,,
10314,34.19413,-118.46039,2.197,1.155,1.465,0.77,,
10321,34.19357,-118.46068,2.197,1.154,1.464,0.77,,
10338,34.04624,-118.46105,2.197,1.223,1.465,0.816,,
10341,34.18689,-118.46107,2.197,1.152,1.465,0.768,,
10417,34.16512,-118.46234,2.197,1.145,1.465,0.763,,
10458,34.15229,-118.46279,2.197,1.141,1.465,0.761,,
10803,34.04643,-118.46697,2.197,1.223,1.465,0.815,,
10813,34.04634,-118.4671,2.197,1.223,1.464,0.815,,
11839,34.25165,-118.58931,2.197,1.05,1.465,0.7,,
1162,34.03492,-118.28089,2.198,1.163,1.466,0.775,,
5811,34.05657,-118.37805,2.198,1.207,1.465,0.804,,
5869,34.05644,-118.37866,2.198,1.207,1.465,0.804,,
5919,34.05643,-118.37911,2.198,1.207,1.465,0.805,,
5987,34.05643,-118.37972,2.198,1.208,1.465,0.805,,
6691,34.16458,-118.3945,2.198,1.151,1.465,0.767,,
8027,34.05132,-118.42194,2.198,1.223,1.465,0.816,,
8640,34.04896,-118.43297,2.198,1.225,1.465,0.817,,
8682,34.04885,-118.43369,2.198,1.225,1.465,0.817,,
8704,34.0487,-118.43411,2.198,1.225,1.465,0.816,,
8888,34.04824,-118.43727,2.198,1.225,1.466,0.817,,
9053,34.04786,-118.43952,2.198,1.225,1.466,0.817,,
9106,34.04774,-118.44018,2.198,1.225,1.466,0.817,,
9208,34.04735,-118.44186,2.198,1.225,1.465,0.816,,
9945,34.04617,-118.45482,2.198,1.224,1.465,0.816,,
10036,34.04623,-118.45631,2.198,1.224,1.465,0.816,,
10159,34.22098,-118.4577,2.198,1.05,1.465,0.7,,
10212,34.22123,-118.45823,2.198,1.051,1.465,0.7,,
10295,34.19357,-118.46003,2.198,1.155,1.466,0.77,,
10366,34.04634,-118.46158,2.198,1.224,1.465,0.816,,
10372,34.04645,-118.46168,2.198,1.224,1.466,0.816,,
10386,34.16484,-118.46191,2.198,1.146,1.466,0.764,,
10401,34.04632,-118.46217,2.198,1.223,1.465,0.816,,
10410,34.04643,-118.46228,2.198,1.224,1.466,0.816,,
10449,34.15162,-118.46268,2.198,1.141,1.465,0.761,,
10865,34.04655,-118.46762,2.198,1.223,1.465,0.816,,
4717,34.08725,-118.35144,2.199,1.217,1.466,0.811,,
5320,34.16566,-118.36675,2.199,1.05,1.466,0.7,,
5922,34.05656,-118.37913,2.199,1.208,1.466,0.805,,
5990,34.05657,-118.37974,2.199,1.208,1.466,0.805,,
6031,34.05655,-118.38013,2.199,1.208,1.466,0.806,,
6125,34.05641,-118.38117,2.199,1.209,1.466,0.806,,
6340,34.05615,-118.38444,2.199,1.211,1.466,0.807,,
7030,34.05458,-118.40221,2.199,1.221,1.466,0.814,,
7718,34.19707,-118.41407,2.199,1.141,1.466,0.761,,
8024,34.05161,-118.42189,2.199,1.224,1.466,0.816,,
8396,34.04968,-118.42959,2.199,1.225,1.466,0.817,,
8445,34.04954,-118.43027,2.199,1.225,1.466,0.817,,
8480,34.04945,-118.43071,2.199,1.225,1.466,0.817,,
8649,34.04905,-118.43307,2.199,1.225,1.466,0.817,,
9716,34.04626,-118.45214,2.199,1.225,1.466,0.817,,
9917,34.04635,-118.45445,2.199,1.225,1.466,0.817,,
9934,34.22017,-118.45476,2.199,1.051,1.466,0.701,,
10049,34.04643,-118.4565,2.199,1.225,1.466,0.817,,
10126,34.04633,-118.45723,2.199,1.224,1.466,0.816,,
10202,34.20188,-118.45807,2.199,1.123,1.466,0.749,,
10216,34.20145,-118.45831,2.199,1.126,1.466,0.751,,
10224,34.22184,-118.45853,2.199,1.051,1.466,0.701,,
10255,34.22185,-118.45923,2.199,1.051,1.466,0.701,,
10327,34.04644,-118.46082,2.199,1.224,1.466,0.816,,
10480,34.04655,-118.46319,2.199,1.224,1.466,0.816,,
10689,34.04658,-118.46577,2.199,1.224,1.466,0.816,,
10834,34.04675,-118.46735,2.199,1.224,1.466,0.816,,
11191,34.04702,-118.47625,2.199,1.223,1.466,0.815,,
11624,34.2423,-118.53772,2.199,1.051,1.466,0.701,,
11840,34.25206,-118.58935,2.199,1.051,1.466,0.701,,
1003,34.03291,-118.2757,2.2,1.164,1.467,0.776,,
1153,34.0349,-118.28049,2.2,1.164,1.466,0.776,,
1626,34.03882,-118.28859,2.2,1.164,1.467,0.776,,
3587,34.05082,-118.31886,2.2,1.172,1.467,0.781,,
3594,34.0509,-118.31917,2.2,1.172,1.467,0.782,,
5121,34.16642,-118.36285,2.2,1.05,1.466,0.7,,
5738,34.05685,-118.37701,2.2,1.207,1.466,0.804,,
5773,34.05678,-118.37765,2.2,1.207,1.466,0.805,,
5807,34.05685,-118.37802,2.2,1.208,1.467,0.805,,
5873,34.05672,-118.37867,2.2,1.208,1.466,0.805,,
5916,34.0567,-118.37907,2.2,1.208,1.467,0.805,,
6029,34.05669,-118.38011,2.2,1.209,1.467,0.806,,
6097,34.05663,-118.38074,2.2,1.209,1.467,0.806,,
6215,34.05655,-118.38221,2.2,1.21,1.467,0.807,,
6269,34.05643,-118.38286,2.2,1.21,1.467,0.807,,
6338,34.05628,-118.38443,2.2,1.211,1.467,0.808,,
6449,34.21019,-118.38736,2.2,1.232,1.467,0.821,,
6469,34.16178,-118.38777,2.2,1.112,1.467,0.741,,
6554,34.05584,-118.39106,2.2,1.216,1.467,0.811,,
6704,34.16458,-118.39467,2.2,1.152,1.467,0.768,,
8023,34.05175,-118.42189,2.2,1.224,1.466,0.816,,
8465,34.04977,-118.43046,2.2,1.226,1.467,0.818,,
8505,34.04967,-118.4309,2.2,1.226,1.467,0.818,,
8594,34.04948,-118.43207,2.2,1.226,1.467,0.818,,
8631,34.04926,-118.43273,2.2,1.226,1.467,0.817,,
8655,34.04916,-118.43317,2.2,1.226,1.466,0.817,,
8671,34.04915,-118.43357,2.2,1.226,1.467,0.817,,
8739,34.04897,-118.43477,2.2,1.226,1.467,0.817,,
8759,34.04891,-118.43509,2.2,1.226,1.467,0.817,,
9158,34.04791,-118.44104,2.2,1.226,1.467,0.818,,
9181,34.04775,-118.44146,2.2,1.226,1.467,0.817,,
9733,34.04635,-118.45225,2.2,1.225,1.466,0.817,,
9743,34.04647,-118.45235,2.2,1.226,1.467,0.817,,
9880,34.22021,-118.45398,2.2,1.052,1.467,0.701,,
10056,34.04654,-118.4566,2.2,1.225,1.467,0.817,,
10114,34.20331,-118.4571,2.2,1.115,1.467,0.743,,
10261,34.19367,-118.45937,2.2,1.156,1.467,0.771,,
10264,34.19441,-118.4594,2.2,1.156,1.466,0.771,,
10335,34.04667,-118.46103,2.2,1.225,1.467,0.817,,
10349,34.17206,-118.46118,2.2,1.148,1.466,0.766,,
10671,34.04678,-118.46553,2.2,1.225,1.467,0.816,,
10822,34.04685,-118.46724,2.2,1.224,1.467,0.816,,
662,34.02672,-118.25981,2.201,1.163,1.467,0.775,,
5153,34.08456,-118.363,2.201,1.224,1.467,0.816,,
5769,34.05699,-118.37761,2.201,1.208,1.467,0.805,,
5872,34.05686,-118.37867,2.201,1.208,1.467,0.806,,
5915,34.05684,-118.37906,2.201,1.209,1.467,0.806,,
6214,34.05668,-118.3822,2.201,1.211,1.468,0.807,,
6337,34.05641,-118.38443,2.201,1.212,1.467,0.808,,
6938,34.17258,-118.40005,2.201,1.161,1.467,0.774,,
6972,34.05506,-118.40077,2.201,1.222,1.467,0.815,,
8340,34.0502,-118.42869,2.201,1.226,1.467,0.817,,
8373,34.21104,-118.4292,2.201,1.087,1.467,0.725,,
8402,34.04992,-118.42978,2.201,1.226,1.467,0.818,,
8470,34.04988,-118.43056,2.201,1.227,1.468,0.818,,
8517,34.20976,-118.43114,2.201,1.095,1.467,0.73,,
8518,34.20976,-118.43114,2.201,1.095,1.467,0.73,,
8519,34.20976,-118.43114,2.201,1.095,1.467,0.73,,
8520,34.20976,-118.43114,2.201,1.095,1.467,0.73,,
8574,34.04969,-118.43173,2.201,1.227,1.468,0.818,,
8634,34.04937,-118.43282,2.201,1.226,1.467,0.818,,
8675,34.04924,-118.4336,2.201,1.226,1.467,0.818,,
8764,34.04902,-118.43519,2.201,1.227,1.467,0.818,,
8909,34.04853,-118.43753,2.201,1.226,1.467,0.818,,
9093,34.04818,-118.43994,2.201,1.227,1.467,0.818,,
9270,34.04769,-118.44304,2.201,1.227,1.468,0.818,,
9542,34.04654,-118.4499,2.201,1.227,1.467,0.818,,
9751,34.04659,-118.45244,2.201,1.226,1.467,0.818,,
9825,34.22021,-118.45342,2.201,1.052,1.467,0.701,,
9876,34.04664,-118.45392,2.201,1.226,1.468,0.818,,
9928,34.04655,-118.45462,2.201,1.226,1.467,0.817,,
10146,34.04668,-118.45753,2.201,1.226,1.467,0.817,,
10205,34.04665,-118.4581,2.201,1.226,1.467,0.817,,
10231,34.19439,-118.45867,2.201,1.157,1.468,0.771,,
10248,34.1944,-118.45898,2.201,1.157,1.467,0.771,,
10325,34.17181,-118.46078,2.201,1.149,1.467,0.766,,
10339,34.16455,-118.46106,2.201,1.147,1.467,0.764,,
10347,34.04678,-118.46113,2.201,1.225,1.467,0.817,,
10389,34.04679,-118.46197,2.201,1.225,1.467,0.817,,
10656,34.04696,-118.46529,2.201,1.225,1.467,0.817,,
1139,34.03505,-118.28005,2.202,1.165,1.468,0.776,,
3656,34.05134,-118.3206,2.202,1.174,1.468,0.783,,
5118,34.08467,-118.36271,2.202,1.224,1.468,0.816,,
5420,34.08249,-118.36993,2.202,1.233,1.468,0.822,,
5917,34.05698,-118.37908,2.202,1.209,1.468,0.806,,
6096,34.05683,-118.38073,2.202,1.21,1.468,0.807,,
6268,34.05665,-118.38286,2.202,1.211,1.468,0.808,,
6531,34.05612,-118.39015,2.202,1.216,1.468,0.811,,
6537,34.05611,-118.39048,2.202,1.216,1.468,0.811,,
6555,34.05611,-118.39107,2.202,1.217,1.468,0.811,,
6568,34.05598,-118.3915,2.202,1.217,1.468,0.811,,
7999,34.05243,-118.42117,2.202,1.225,1.468,0.816,,
8397,34.05035,-118.42963,2.202,1.227,1.468,0.818,,
8477,34.04998,-118.43067,2.202,1.227,1.468,0.818,,
8606,34.04969,-118.43228,2.202,1.227,1.468,0.818,,
8703,34.04933,-118.43411,2.202,1.227,1.468,0.818,,
8727,34.04923,-118.43457,2.202,1.227,1.468,0.818,,
8772,34.04914,-118.43528,2.202,1.227,1.468,0.818,,
8868,34.04887,-118.43703,2.202,1.227,1.468,0.818,,
9615,34.04665,-118.45104,2.202,1.227,1.468,0.818,,
9695,34.04668,-118.45197,2.202,1.227,1.468,0.818,,
9883,34.04674,-118.454,2.202,1.227,1.468,0.818,,
9926,34.22097,-118.45462,2.202,1.052,1.468,0.702,,
10059,34.222,-118.45665,2.202,1.053,1.468,0.702,,
10136,34.20256,-118.45744,2.202,1.12,1.468,0.747,,
10153,34.04679,-118.45763,2.202,1.226,1.468,0.817,,
10164,34.0469,-118.45774,2.202,1.227,1.468,0.818,,
10210,34.19554,-118.4582,2.202,1.158,1.468,0.772,,
10214,34.1944,-118.45828,2.202,1.157,1.468,0.772,,
10222,34.19441,-118.45847,2.202,1.157,1.468,0.771,,
10239,34.04696,-118.45879,2.202,1.227,1.468,0.818,,
10273,34.18386,-118.45961,2.202,1.153,1.468,0.769,,
10306,34.17242,-118.46023,2.202,1.15,1.468,0.767,,
10315,34.17242,-118.4604,2.202,1.15,1.468,0.766,,
10351,34.04689,-118.46123,2.202,1.226,1.468,0.817,,
10355,34.04701,-118.46131,2.202,1.226,1.468,0.818,,
10796,34.04713,-118.46687,2.202,1.226,1.468,0.817,,
10817,34.04709,-118.46717,2.202,1.225,1.468,0.817,,
10881,34.04717,-118.46783,2.202,1.226,1.468,0.817,,
11184,34.04739,-118.47579,2.202,1.225,1.468,0.816,,
11525,34.24274,-118.53403,2.202,1.053,1.468,0.702,,
11625,34.24325,-118.53775,2.202,1.053,1.468,0.702,,
1514,34.03844,-118.28712,2.203,1.165,1.468,0.777,,
6134,34.07138,-118.38133,2.203,1.265,1.469,0.844,,
6265,34.05683,-118.38284,2.203,1.212,1.469,0.808,,
6540,34.05625,-118.39052,2.203,1.217,1.469,0.811,,
6553,34.05625,-118.39106,2.203,1.217,1.469,0.812,,
6604,34.05611,-118.39254,2.203,1.218,1.469,0.812,,
6647,34.05598,-118.39357,2.203,1.219,1.469,0.812,,
8170,34.20907,-118.42413,2.203,1.084,1.469,0.723,,
8483,34.0501,-118.43075,2.203,1.228,1.468,0.818,,
8582,34.0499,-118.43194,2.203,1.228,1.469,0.819,,
8607,34.04983,-118.43236,2.203,1.228,1.469,0.819,,
8693,34.04947,-118.43385,2.203,1.228,1.468,0.818,,
8712,34.04944,-118.4342,2.203,1.228,1.469,0.818,,
9592,34.04683,-118.45058,2.203,1.228,1.469,0.819,,
9627,34.04682,-118.45118,2.203,1.228,1.469,0.818,,
9821,34.04681,-118.45335,2.203,1.227,1.468,0.818,,
9824,34.221,-118.45341,2.203,1.053,1.469,0.702,,
9891,34.22106,-118.45405,2.203,1.053,1.468,0.702,,
9897,34.04685,-118.4541,2.203,1.227,1.468,0.818,,
9900,34.04697,-118.45419,2.203,1.228,1.469,0.818,,
9976,34.22185,-118.45565,2.203,1.053,1.469,0.702,,
10092,34.047,-118.45699,2.203,1.227,1.469,0.818,,
10180,34.04701,-118.45784,2.203,1.227,1.469,0.818,,
10184,34.19729,-118.45786,2.203,1.158,1.468,0.772,,
10220,34.047,-118.45842,2.203,1.227,1.469,0.818,,
10251,34.18327,-118.45913,2.203,1.154,1.469,0.769,,
10299,34.17182,-118.46013,2.203,1.15,1.469,0.767,,
10770,34.04732,-118.46663,2.203,1.226,1.469,0.818,,
10784,34.04722,-118.46675,2.203,1.226,1.468,0.817,,
10860,34.04737,-118.46759,2.203,1.226,1.469,0.818,,
11182,34.04764,-118.47549,2.203,1.226,1.469,0.817,,
3807,34.05218,-118.32337,2.204,1.177,1.469,0.785,,
5100,34.08485,-118.36234,2.204,1.225,1.469,0.816,,
5737,34.05737,-118.377,2.204,1.209,1.469,0.806,,
6336,34.05679,-118.38441,2.204,1.213,1.469,0.809,,
6603,34.05625,-118.39254,2.204,1.219,1.47,0.812,,
7603,34.19424,-118.41195,2.204,1.145,1.47,0.764,,
8382,34.05096,-118.42935,2.204,1.227,1.469,0.818,,
8422,34.05063,-118.42986,2.204,1.227,1.469,0.818,,
8503,34.21233,-118.43089,2.204,1.086,1.47,0.724,,
8537,34.05023,-118.4314,2.204,1.228,1.469,0.819,,
8550,34.05035,-118.43149,2.204,1.228,1.47,0.819,,
8952,34.049,-118.43805,2.204,1.229,1.47,0.819,,
8973,34.04889,-118.43837,2.204,1.228,1.469,0.819,,
9595,34.04695,-118.45069,2.204,1.228,1.469,0.819,,
9643,34.04695,-118.45128,2.204,1.228,1.469,0.819,,
9839,34.047,-118.45361,2.204,1.228,1.469,0.819,,
9948,34.22174,-118.45494,2.204,1.053,1.469,0.702,,
10000,34.2221,-118.45585,2.204,1.054,1.469,0.702,,
10030,34.04706,-118.45621,2.204,1.228,1.469,0.818,,
10111,34.04711,-118.45709,2.204,1.228,1.469,0.818,,
10243,34.18361,-118.45888,2.204,1.154,1.469,0.769,,
10326,34.15358,-118.46078,2.204,1.144,1.469,0.763,,
10331,34.15134,-118.46088,2.204,1.144,1.47,0.762,,
10418,34.04724,-118.46234,2.204,1.227,1.469,0.818,,
10611,34.04736,-118.46483,2.204,1.227,1.469,0.818,,
10693,34.04739,-118.46579,2.204,1.227,1.469,0.818,,
