,Lat,Lon,SMS,SM1,SDS,SD1,
6120,34.05799,-118.3811,2.211,1.215,1.474,0.81,1.1055
6121,34.05227,-118.38111,2.167,1.193,1.445,0.795,1.08375
6122,34.18095,-118.38112,1.847,0.994,1.231,0.663,0.92325
6123,34.05779,-118.38112,2.209,1.214,1.473,0.809,1.10475
6124,34.04073,-118.38113,2.098,1.154,1.398,0.769,1.0485
6125,34.05641,-118.38117,2.199,1.209,1.466,0.806,1.0995
6126,34.05967,-118.3812,2.223,1.221,1.482,0.814,1.1115
6127,34.04049,-118.3812,2.096,1.153,1.398,0.769,1.0485
6128,34.052,-118.38121,2.165,1.192,1.444,0.795,1.083
6129,34.0512,-118.38127,2.159,1.189,1.44,0.793,1.08
6130,34.04007,-118.38131,2.094,1.152,1.396,0.768,1.047
6131,33.95523,-118.38131,1.699,0.935,1.133,0.623,0.84975
6132,34.05106,-118.38132,2.158,1.188,1.439,0.792,1.07925
6133,34.03565,-118.38132,2.069,1.137,1.379,0.758,1.03425
6134,34.07138,-118.38133,2.203,1.265,1.469,0.844,1.10175
6135,34.04256,-118.38134,2.108,1.16,1.405,0.773,1.05375
6136,34.05065,-118.38135,2.155,1.187,1.437,0.791,1.07775
6137,34.06004,-118.38136,2.226,1.223,1.484,0.815,1.113
6138,34.15068,-118.38137,2.43,1.174,1.62,0.783,1.215
6139,34.03983,-118.38138,2.093,1.151,1.395,0.767,1.04625
6140,34.17317,-118.38139,1.967,1.013,1.311,0.675,0.98325
6141,34.05344,-118.38139,2.176,1.198,1.451,0.798,1.08825
6142,34.05322,-118.38139,2.175,1.197,1.45,0.798,1.0875
6143,34.17878,-118.3814,1.866,0.994,1.244,0.663,0.933
6144,34.15007,-118.38141,2.436,1.179,1.624,0.786,1.218
6145,34.05022,-118.38141,2.152,1.185,1.435,0.79,1.07625
6146,34.17972,-118.38145,1.85,0.991,1.233,0.661,0.92475
6147,34.05248,-118.38152,2.169,1.194,1.446,0.796,1.0845
6148,34.03703,-118.38152,2.077,1.142,1.384,0.761,1.038
6149,34.04053,-118.38153,2.097,1.153,1.398,0.769,1.0485
6150,34.05235,-118.38154,2.168,1.194,1.446,0.796,1.0845
6151,33.95349,-118.38154,1.692,0.931,1.128,0.621,0.846
6152,34.19163,-118.38155,1.937,1.074,1.292,0.716,0.969
6153,34.17426,-118.38156,1.949,1.011,1.299,0.674,0.97425
6154,34.15735,-118.38156,2.314,1.116,1.543,0.744,1.15725
6155,34.1788,-118.38157,1.868,0.995,1.245,0.663,0.93375
6156,34.17072,-118.38158,2.011,1.023,1.341,0.682,1.00575
6157,34.05215,-118.38159,2.167,1.193,1.445,0.795,1.08375
6158,34.03524,-118.38163,2.066,1.136,1.378,0.757,1.0335
6159,34.06122,-118.38166,2.235,1.228,1.49,0.818,1.1175
6160,34.05142,-118.38167,2.161,1.19,1.441,0.793,1.08075
6161,34.05995,-118.38169,2.226,1.223,1.484,0.815,1.113
6162,34.05129,-118.3817,2.16,1.19,1.44,0.793,1.08
6163,34.05879,-118.38171,2.217,1.218,1.478,0.812,1.1085
6164,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6165,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6166,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6167,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6168,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6169,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6170,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6171,34.23427,-118.38173,2.434,1.304,1.622,0.87,1.2165
6172,34.05819,-118.38173,2.213,1.216,1.475,0.811,1.10625
6173,34.05767,-118.38174,2.209,1.214,1.472,0.809,1.104
6174,34.05904,-118.38176,2.219,1.219,1.479,0.813,1.10925
6175,34.05851,-118.38176,2.215,1.217,1.477,0.812,1.10775
6176,34.05067,-118.38178,2.156,1.187,1.437,0.792,1.07775
6177,34.04073,-118.3818,2.098,1.154,1.399,0.77,1.04925
6178,34.05047,-118.38181,2.154,1.187,1.436,0.791,1.077
6179,34.03505,-118.38183,2.065,1.135,1.377,0.757,1.03275
6180,34.04253,-118.38187,2.108,1.16,1.406,0.774,1.0545
6181,34.03092,-118.38187,2.041,1.121,1.361,0.748,1.02075
6182,34.17477,-118.38189,1.942,1.011,1.295,0.674,0.97125
6183,34.17378,-118.38189,1.959,1.015,1.306,0.676,0.9795
6184,34.04037,-118.38189,2.096,1.153,1.397,0.769,1.04775
6185,33.95711,-118.38189,1.705,0.938,1.137,0.625,0.85275
6186,34.04229,-118.38194,2.107,1.16,1.405,0.773,1.05375
6187,34.07326,-118.38196,2.226,1.273,1.484,0.848,1.113
6188,34.07313,-118.38196,2.225,1.272,1.484,0.848,1.113
6189,34.04268,-118.38196,2.109,1.161,1.406,0.774,1.0545
6190,34.07288,-118.38197,2.224,1.271,1.483,0.847,1.11225
6191,34.07138,-118.38198,2.215,1.266,1.477,0.844,1.10775
6192,34.04014,-118.38199,2.095,1.153,1.396,0.768,1.047
6193,34.0537,-118.382,2.179,1.199,1.453,0.8,1.08975
6194,34.03931,-118.38201,2.09,1.15,1.393,0.767,1.04475
6195,34.17188,-118.38202,1.993,1.022,1.328,0.682,0.996
6196,34.04194,-118.38204,2.105,1.159,1.403,0.772,1.05225
6197,34.05315,-118.38205,2.175,1.197,1.45,0.798,1.0875
6198,34.03973,-118.38206,2.092,1.151,1.395,0.767,1.04625
6199,34.04181,-118.38207,2.104,1.158,1.403,0.772,1.05225
6200,34.15013,-118.38208,2.435,1.178,1.623,0.786,1.21725
6201,34.05904,-118.38209,2.219,1.22,1.479,0.813,1.10925
6202,34.06115,-118.3821,2.235,1.228,1.49,0.818,1.1175
6203,34.17188,-118.38211,1.993,1.023,1.329,0.682,0.99675
6204,34.05878,-118.38214,2.217,1.219,1.478,0.812,1.1085
6205,34.1391,-118.38215,2.453,1.262,1.636,0.841,1.227
6206,34.05833,-118.38215,2.214,1.217,1.476,0.811,1.107
6207,34.05804,-118.38215,2.212,1.216,1.474,0.811,1.1055
6208,34.05819,-118.38216,2.213,1.217,1.475,0.811,1.10625
6209,34.05791,-118.38216,2.211,1.215,1.474,0.81,1.1055
6210,34.05765,-118.38216,2.209,1.214,1.472,0.81,1.104
6211,34.05778,-118.38217,2.21,1.215,1.473,0.81,1.10475
6212,34.05752,-118.38217,2.208,1.214,1.472,0.809,1.104
6213,34.05739,-118.38217,2.207,1.213,1.471,0.809,1.10325
6214,34.05668,-118.3822,2.201,1.211,1.468,0.807,1.101
6215,34.05655,-118.38221,2.2,1.21,1.467,0.807,1.10025
6216,34.04095,-118.3823,2.1,1.155,1.4,0.77,1.05
6217,34.05154,-118.38231,2.163,1.191,1.442,0.794,1.0815
6218,34.04083,-118.38234,2.099,1.155,1.399,0.77,1.04925
6219,34.03502,-118.38235,2.065,1.136,1.377,0.757,1.03275
6220,34.05126,-118.38237,2.161,1.19,1.44,0.794,1.08
6221,34.05098,-118.38237,2.159,1.189,1.439,0.793,1.07925
6222,34.03947,-118.38238,2.091,1.151,1.394,0.767,1.0455
6223,34.17104,-118.38241,2.008,1.028,1.339,0.685,1.00425
6224,34.05057,-118.38243,2.155,1.188,1.437,0.792,1.07775
6225,34.05042,-118.38244,2.154,1.187,1.436,0.792,1.077
6226,34.15736,-118.38245,2.31,1.119,1.54,0.746,1.155
6227,34.05336,-118.38245,2.177,1.198,1.451,0.799,1.08825
6228,34.05323,-118.38247,2.176,1.198,1.45,0.799,1.0875
6229,34.04284,-118.38248,2.11,1.162,1.407,0.775,1.05525
6230,34.04047,-118.38248,2.097,1.154,1.398,0.769,1.0485
6231,34.05309,-118.38249,2.175,1.197,1.45,0.798,1.0875
6232,34.04023,-118.3825,2.096,1.153,1.397,0.769,1.04775
6233,33.95997,-118.38252,1.715,0.942,1.143,0.628,0.85725
6234,34.05282,-118.38253,2.173,1.197,1.448,0.798,1.086
6235,34.04011,-118.38253,2.095,1.153,1.397,0.769,1.04775
6236,34.03314,-118.38253,2.055,1.129,1.37,0.753,1.0275
6237,34.1755,-118.38255,1.935,1.013,1.29,0.676,0.9675
6238,34.05268,-118.38255,2.172,1.196,1.448,0.797,1.086
6239,34.0426,-118.38255,2.109,1.161,1.406,0.774,1.0545
6240,34.03998,-118.38256,2.094,1.152,1.396,0.768,1.047
6241,33.95997,-118.38256,1.715,0.942,1.143,0.628,0.85725
6242,33.95997,-118.38256,1.715,0.942,1.143,0.628,0.85725
6243,33.95997,-118.38256,1.715,0.942,1.143,0.628,0.85725
6244,34.04241,-118.38257,2.108,1.161,1.405,0.774,1.05375
6245,34.05254,-118.38258,2.17,1.195,1.447,0.797,1.08525
6246,34.05241,-118.38259,2.17,1.195,1.446,0.797,1.0845
6247,34.04229,-118.38261,2.107,1.16,1.405,0.773,1.05375
6248,34.06204,-118.38263,2.242,1.231,1.495,0.821,1.12125
6249,34.06064,-118.38264,2.231,1.226,1.488,0.817,1.116
6250,34.07138,-118.38268,2.228,1.266,1.485,0.844,1.11375
6251,34.07111,-118.38268,2.226,1.265,1.484,0.843,1.113
6252,34.0537,-118.3827,2.179,1.2,1.453,0.8,1.08975
6253,34.07171,-118.38272,2.23,1.267,1.487,0.845,1.11525
6254,34.06229,-118.38274,2.244,1.232,1.496,0.822,1.122
6255,34.0615,-118.38274,2.238,1.229,1.492,0.82,1.119
6256,34.05135,-118.38275,2.162,1.191,1.441,0.794,1.08075
6257,34.05121,-118.38277,2.161,1.191,1.44,0.794,1.08
6258,34.05989,-118.38278,2.226,1.223,1.484,0.816,1.113
6259,34.04177,-118.38278,2.104,1.159,1.403,0.772,1.05225
6260,34.06013,-118.38279,2.228,1.224,1.485,0.816,1.11375
6261,34.05094,-118.38279,2.159,1.19,1.439,0.793,1.07925
6262,34.05872,-118.38281,2.217,1.219,1.478,0.813,1.1085
6263,34.05079,-118.38282,2.157,1.189,1.438,0.793,1.0785
6264,34.15762,-118.38284,2.304,1.118,1.536,0.745,1.152
6265,34.05683,-118.38284,2.203,1.212,1.469,0.808,1.10175
6266,34.05766,-118.38285,2.209,1.215,1.473,0.81,1.10475
6267,34.15074,-118.38286,2.426,1.173,1.617,0.782,1.21275
6268,34.05665,-118.38286,2.202,1.211,1.468,0.808,1.101
6269,34.05643,-118.38286,2.2,1.21,1.467,0.807,1.10025
6270,34.15012,-118.38291,2.433,1.178,1.622,0.785,1.2165
6271,34.04245,-118.383,2.109,1.161,1.406,0.774,1.0545
6272,34.04275,-118.38301,2.11,1.162,1.407,0.775,1.05525
6273,34.18537,-118.38302,1.89,1.026,1.26,0.684,0.945
6274,34.17603,-118.38305,1.931,1.015,1.287,0.677,0.96525
6275,34.03956,-118.38305,2.092,1.151,1.395,0.768,1.04625
6276,34.16989,-118.38307,2.029,1.037,1.353,0.692,1.01475
6277,34.05335,-118.38308,2.177,1.199,1.451,0.799,1.08825
6278,34.04053,-118.38308,2.098,1.155,1.398,0.77,1.0485
6279,34.19176,-118.38309,1.936,1.068,1.291,0.712,0.96825
6280,34.15736,-118.38312,2.307,1.121,1.538,0.747,1.1535
6281,34.05301,-118.38313,2.174,1.198,1.45,0.799,1.0875
6282,34.05321,-118.38316,2.176,1.199,1.451,0.799,1.08825
6283,34.04221,-118.38316,2.107,1.16,1.405,0.774,1.05375
6284,34.04202,-118.3832,2.106,1.16,1.404,0.773,1.053
6285,34.1699,-118.38321,2.029,1.038,1.353,0.692,1.01475
6286,34.05239,-118.38323,2.17,1.196,1.447,0.797,1.08525
6287,34.05239,-118.38323,2.17,1.196,1.447,0.797,1.08525
6288,34.04308,-118.38328,2.112,1.163,1.408,0.776,1.056
6289,34.04166,-118.3833,2.104,1.159,1.403,0.772,1.05225
6290,34.05188,-118.38333,2.166,1.194,1.444,0.796,1.083
6291,34.04117,-118.38343,2.101,1.157,1.401,0.771,1.05075
6292,34.04105,-118.38346,2.101,1.157,1.4,0.771,1.05
6293,34.07185,-118.38354,2.246,1.268,1.497,0.845,1.12275
6294,34.04093,-118.38357,2.1,1.157,1.4,0.771,1.05
6295,34.04056,-118.3836,2.098,1.155,1.399,0.77,1.04925
6296,34.03262,-118.38365,2.052,1.128,1.368,0.752,1.026
6297,34.04031,-118.38366,2.097,1.155,1.398,0.77,1.0485
6298,34.04287,-118.38367,2.111,1.163,1.408,0.775,1.056
6299,33.95131,-118.3837,1.682,0.926,1.122,0.617,0.8415
6300,34.19176,-118.38374,1.934,1.065,1.29,0.71,0.9675
6301,34.19149,-118.38374,1.93,1.062,1.287,0.708,0.96525
6302,34.19135,-118.38374,1.928,1.06,1.285,0.707,0.96375
6303,34.05478,-118.38374,2.188,1.205,1.459,0.803,1.09425
6304,34.04238,-118.38374,2.109,1.162,1.406,0.774,1.0545
6305,34.19121,-118.38378,1.926,1.058,1.284,0.706,0.963
6306,34.04226,-118.38378,2.108,1.161,1.405,0.774,1.05375
6307,34.15731,-118.3838,2.305,1.123,1.537,0.749,1.15275
6308,34.04208,-118.38383,2.107,1.161,1.405,0.774,1.05375
6309,34.05384,-118.38386,2.181,1.202,1.454,0.801,1.0905
6310,34.18453,-118.38387,1.893,1.023,1.262,0.682,0.9465
6311,34.05381,-118.38387,2.181,1.202,1.454,0.801,1.0905
6312,34.04188,-118.38389,2.106,1.16,1.404,0.773,1.053
6313,33.967,-118.3839,1.738,0.954,1.159,0.636,0.86925
6314,34.13938,-118.38397,2.449,1.256,1.633,0.837,1.22475
6315,34.04334,-118.38403,2.114,1.165,1.409,0.777,1.05675
6316,34.15795,-118.38405,2.292,1.119,1.528,0.746,1.146
6317,34.0432,-118.38407,2.113,1.165,1.409,0.776,1.05675
6318,34.04129,-118.38408,2.102,1.158,1.402,0.772,1.0515
6319,34.04116,-118.38408,2.102,1.158,1.401,0.772,1.05075
6320,34.04381,-118.38411,2.117,1.167,1.411,0.778,1.05825
6321,34.04305,-118.38411,2.113,1.164,1.408,0.776,1.056
6322,34.04105,-118.38415,2.101,1.157,1.401,0.772,1.05075
6323,34.19135,-118.38418,1.927,1.058,1.285,0.705,0.96375
6324,34.19121,-118.38418,1.925,1.057,1.283,0.704,0.96225
6325,34.19108,-118.38418,1.923,1.055,1.282,0.703,0.9615
6326,34.04087,-118.38419,2.1,1.157,1.4,0.771,1.05
6327,34.19345,-118.3842,1.958,1.083,1.306,0.722,0.9795
6328,34.04262,-118.38423,2.11,1.163,1.407,0.775,1.05525
6329,33.95905,-118.38425,1.71,0.94,1.14,0.626,0.855
6330,34.04063,-118.38426,2.099,1.156,1.399,0.771,1.04925
6331,34.04247,-118.38429,2.109,1.162,1.406,0.775,1.0545
6332,34.18453,-118.38432,1.896,1.024,1.264,0.683,0.948
6333,34.18701,-118.38435,1.901,1.032,1.267,0.688,0.95025
6334,34.04218,-118.38435,2.108,1.161,1.405,0.774,1.05375
6335,34.04203,-118.38439,2.107,1.161,1.405,0.774,1.05375
6336,34.05679,-118.38441,2.204,1.213,1.469,0.809,1.10175
6337,34.05641,-118.38443,2.201,1.212,1.467,0.808,1.10025
6338,34.05628,-118.38443,2.2,1.211,1.467,0.808,1.10025
6339,34.04189,-118.38443,2.106,1.161,1.404,0.774,1.053
6340,34.05615,-118.38444,2.199,1.211,1.466,0.807,1.0995
6341,34.05419,-118.38447,2.184,1.204,1.456,0.802,1.092
6342,34.18453,-118.38448,1.897,1.024,1.265,0.683,0.94875
6343,34.04161,-118.38451,2.105,1.16,1.403,0.773,1.05225
6344,34.07295,-118.38455,2.268,1.272,1.512,0.848,1.134
6345,34.04391,-118.38459,2.118,1.168,1.412,0.778,1.059
6346,34.04376,-118.38463,2.117,1.167,1.411,0.778,1.05825
6347,34.18453,-118.38465,1.899,1.025,1.266,0.683,0.9495
6348,34.17247,-118.38466,1.996,1.04,1.33,0.693,0.9975
6349,34.04362,-118.38467,2.116,1.167,1.411,0.778,1.05825
6350,34.04132,-118.38467,2.103,1.159,1.402,0.773,1.0515
6351,34.04103,-118.38467,2.101,1.158,1.401,0.772,1.05075
6352,34.03936,-118.38467,2.092,1.152,1.394,0.768,1.0455
6353,34.18696,-118.38469,1.902,1.032,1.268,0.688,0.951
6354,34.04349,-118.38475,2.116,1.166,1.41,0.778,1.0575
6355,34.178,-118.38478,1.921,1.02,1.281,0.68,0.96075
6356,34.17858,-118.38479,1.913,1.018,1.275,0.679,0.95625
6357,33.96647,-118.38479,1.736,0.953,1.157,0.635,0.86775
6358,34.07321,-118.3848,2.274,1.273,1.516,0.849,1.137
6359,34.05423,-118.3848,2.185,1.204,1.456,0.803,1.092
6360,34.1912,-118.38482,1.924,1.053,1.283,0.702,0.96225
6361,34.19103,-118.38482,1.921,1.051,1.281,0.701,0.96075
6362,33.96717,-118.38483,1.738,0.954,1.159,0.636,0.86925
6363,34.07338,-118.38484,2.275,1.274,1.517,0.849,1.13775
6364,34.04305,-118.38486,2.113,1.165,1.409,0.777,1.05675
6365,34.04289,-118.38487,2.112,1.164,1.408,0.776,1.056
6366,34.04077,-118.38488,2.1,1.157,1.4,0.771,1.05
6367,34.05426,-118.38496,2.185,1.204,1.457,0.803,1.09275
6368,34.04245,-118.38498,2.11,1.163,1.406,0.775,1.0545
6369,34.04261,-118.38499,2.111,1.163,1.407,0.776,1.05525
6370,34.04231,-118.38502,2.109,1.163,1.406,0.775,1.0545
6371,34.04216,-118.38506,2.108,1.162,1.405,0.775,1.05375
6372,34.07626,-118.38513,2.291,1.284,1.528,0.856,1.146
6373,34.18709,-118.38518,1.904,1.031,1.27,0.688,0.9525
6374,34.19268,-118.38525,1.943,1.068,1.296,0.712,0.972
6375,34.04159,-118.38525,2.105,1.16,1.403,0.773,1.05225
6376,34.18518,-118.38528,1.904,1.027,1.269,0.685,0.95175
6377,34.05431,-118.38529,2.186,1.205,1.457,0.803,1.09275
6378,34.0413,-118.3853,2.103,1.159,1.402,0.773,1.0515
6379,34.04115,-118.38534,2.102,1.159,1.402,0.773,1.0515
6380,34.04101,-118.38538,2.101,1.158,1.401,0.772,1.05075
6381,34.04076,-118.3854,2.1,1.158,1.4,0.772,1.05
6382,34.04823,-118.38543,2.143,1.183,1.429,0.789,1.07175
6383,34.19049,-118.38547,1.913,1.042,1.275,0.695,0.95625
6384,34.07288,-118.38552,2.285,1.273,1.523,0.848,1.14225
6385,34.07626,-118.38553,2.297,1.285,1.532,0.856,1.149
6386,34.05377,-118.38553,2.182,1.203,1.455,0.802,1.09125
6387,34.05439,-118.38565,2.186,1.206,1.458,0.804,1.0935
6388,34.18061,-118.38572,1.907,1.02,1.272,0.68,0.954
6389,34.05379,-118.38572,2.182,1.203,1.455,0.802,1.09125
6390,34.17247,-118.38574,2.001,1.048,1.334,0.698,1.0005
6391,34.19059,-118.38575,1.914,1.042,1.276,0.695,0.957
6392,34.04694,-118.38581,2.136,1.179,1.424,0.786,1.068
6393,34.0749,-118.38582,2.297,1.28,1.531,0.853,1.14825
6394,33.96587,-118.38583,1.732,0.951,1.155,0.634,0.86625
6395,34.18081,-118.38584,1.909,1.021,1.273,0.681,0.95475
6396,34.14587,-118.38587,2.434,1.206,1.622,0.804,1.2165
6397,34.19302,-118.3859,1.946,1.069,1.297,0.713,0.97275
6398,34.0325,-118.38592,2.052,1.129,1.368,0.753,1.026
6399,34.0409,-118.38599,2.101,1.159,1.401,0.772,1.05075
6400,34.05425,-118.38601,2.186,1.205,1.457,0.804,1.09275
6401,34.07432,-118.3861,2.299,1.278,1.533,0.852,1.14975
6402,34.07544,-118.38611,2.303,1.282,1.536,0.855,1.152
6403,34.04947,-118.38611,2.151,1.188,1.434,0.792,1.0755
6404,34.18769,-118.38612,1.907,1.031,1.272,0.687,0.954
6405,34.18742,-118.38612,1.908,1.031,1.272,0.687,0.954
6406,34.15795,-118.38612,2.283,1.126,1.522,0.751,1.1415
6407,34.15068,-118.38612,2.42,1.172,1.613,0.781,1.20975
6408,34.05457,-118.38614,2.188,1.207,1.459,0.804,1.09425
6409,34.04176,-118.38614,2.106,1.162,1.404,0.774,1.053
6410,34.04934,-118.38615,2.15,1.188,1.434,0.792,1.0755
6411,34.04748,-118.38615,2.14,1.181,1.426,0.788,1.0695
6412,34.04154,-118.38616,2.105,1.161,1.403,0.774,1.05225
6413,34.0414,-118.3862,2.104,1.16,1.403,0.774,1.05225
6414,34.04709,-118.38623,2.137,1.18,1.425,0.787,1.06875
6415,34.04133,-118.38626,2.104,1.16,1.403,0.774,1.05225
6416,34.04118,-118.38626,2.103,1.16,1.402,0.773,1.0515
6417,34.19285,-118.3863,1.942,1.065,1.295,0.71,0.97125
6418,34.04118,-118.3863,2.103,1.16,1.402,0.773,1.0515
6419,34.14721,-118.38637,2.43,1.196,1.62,0.797,1.215
6420,34.1833,-118.38648,1.914,1.027,1.276,0.685,0.957
6421,34.16486,-118.38659,2.14,1.09,1.427,0.727,1.07025
6422,34.07261,-118.38659,2.302,1.272,1.535,0.848,1.15125
6423,34.18207,-118.3866,1.917,1.027,1.278,0.684,0.9585
6424,34.14874,-118.38662,2.427,1.185,1.618,0.79,1.2135
6425,34.18022,-118.38665,1.921,1.026,1.28,0.684,0.96
6426,34.04331,-118.38668,2.116,1.167,1.41,0.778,1.0575
6427,34.18797,-118.38671,1.909,1.03,1.272,0.687,0.954
6428,34.18045,-118.38676,1.922,1.027,1.281,0.684,0.96075
6429,34.15792,-118.38676,2.281,1.129,1.521,0.752,1.14075
6430,34.04265,-118.3868,2.112,1.165,1.408,0.777,1.056
6431,34.1881,-118.38682,1.909,1.03,1.272,0.687,0.954
6432,34.04282,-118.38684,2.113,1.166,1.409,0.777,1.05675
6433,34.04235,-118.38689,2.11,1.164,1.407,0.776,1.05525
6434,34.16462,-118.3869,2.145,1.093,1.43,0.729,1.0725
6435,34.18935,-118.38693,1.906,1.03,1.271,0.687,0.95325
6436,34.14772,-118.38693,2.428,1.192,1.619,0.794,1.21425
6437,34.19349,-118.38694,1.948,1.069,1.299,0.712,0.97425
6438,34.1928,-118.38694,1.939,1.061,1.293,0.707,0.96975
6439,34.14627,-118.38694,2.43,1.202,1.62,0.801,1.215
6440,34.14813,-118.38695,2.427,1.189,1.618,0.792,1.2135
6441,34.03389,-118.38701,2.06,1.135,1.374,0.757,1.0305
6442,34.16464,-118.38711,2.144,1.094,1.429,0.729,1.07175
6443,34.04073,-118.38716,2.101,1.159,1.401,0.773,1.05075
6444,34.20541,-118.38718,2.119,1.203,1.413,0.802,1.05975
6445,34.14729,-118.38729,2.428,1.194,1.619,0.796,1.21425
6446,34.17247,-118.3873,2.008,1.059,1.339,0.706,1.00425
6447,34.14888,-118.38734,2.425,1.183,1.616,0.789,1.212
6448,34.15483,-118.38735,2.337,1.148,1.558,0.765,1.1685
6449,34.21019,-118.38736,2.2,1.232,1.467,0.821,1.10025
6450,34.15614,-118.38737,2.312,1.141,1.541,0.76,1.15575
6451,34.15534,-118.38737,2.328,1.145,1.552,0.763,1.164
6452,34.14915,-118.38737,2.424,1.181,1.616,0.788,1.212
6453,34.15498,-118.38739,2.334,1.147,1.556,0.765,1.167
6454,34.17272,-118.3874,2.006,1.059,1.338,0.706,1.0035
6455,34.15566,-118.3874,2.321,1.143,1.548,0.762,1.161
6456,34.15547,-118.3874,2.325,1.145,1.55,0.763,1.1625
6457,34.1746,-118.38741,1.987,1.052,1.325,0.701,0.99375
6458,34.17972,-118.38744,1.935,1.032,1.29,0.688,0.9675
6459,34.14787,-118.38744,2.426,1.19,1.618,0.793,1.2135
6460,34.14759,-118.38745,2.427,1.192,1.618,0.795,1.2135
6461,34.15694,-118.38749,2.296,1.137,1.531,0.758,1.14825
6462,34.17247,-118.38753,2.01,1.061,1.34,0.707,1.005
6463,34.15516,-118.38753,2.33,1.147,1.554,0.764,1.1655
6464,34.17367,-118.38756,1.998,1.056,1.332,0.704,0.999
6465,34.18329,-118.38761,1.925,1.031,1.283,0.687,0.96225
6466,34.05457,-118.38769,2.189,1.208,1.459,0.805,1.09425
6467,34.05443,-118.3877,2.188,1.208,1.459,0.805,1.09425
6468,34.15577,-118.38776,2.318,1.144,1.545,0.762,1.15875
6469,34.16178,-118.38777,2.2,1.112,1.467,0.741,1.10025
6470,34.15687,-118.38792,2.296,1.138,1.531,0.759,1.14825
6471,34.15831,-118.38794,2.268,1.13,1.512,0.754,1.134
6472,34.22847,-118.38808,2.404,1.285,1.603,0.857,1.20225
6473,34.15274,-118.38808,2.376,1.16,1.584,0.774,1.188
6474,34.171,-118.38811,2.026,1.071,1.351,0.714,1.01325
6475,34.16291,-118.38812,2.176,1.108,1.451,0.739,1.08825
6476,34.22979,-118.38814,2.41,1.289,1.606,0.859,1.2045
6477,34.22965,-118.38814,2.409,1.289,1.606,0.859,1.2045
6478,34.16367,-118.38816,2.161,1.105,1.441,0.737,1.08075
6479,34.16352,-118.38816,2.164,1.106,1.443,0.737,1.08225
6480,34.05457,-118.38817,2.189,1.209,1.46,0.806,1.095
6481,34.03176,-118.38829,2.048,1.128,1.365,0.752,1.02375
6482,34.14754,-118.38831,2.425,1.191,1.617,0.794,1.21275
6483,34.14727,-118.38831,2.425,1.193,1.617,0.795,1.21275
6484,34.14809,-118.38832,2.424,1.188,1.616,0.792,1.212
6485,34.0396,-118.38833,2.095,1.156,1.396,0.771,1.047
6486,34.14961,-118.38834,2.421,1.177,1.614,0.785,1.2105
6487,34.1731,-118.38842,2.008,1.065,1.339,0.71,1.00425
6488,34.07599,-118.38845,2.34,1.285,1.56,0.856,1.17
6489,34.18597,-118.38856,1.922,1.029,1.281,0.686,0.96075
6490,34.15797,-118.3886,2.272,1.135,1.514,0.756,1.1355
6491,34.19568,-118.38861,1.965,1.083,1.31,0.722,0.9825
6492,34.19548,-118.38861,1.962,1.081,1.308,0.721,0.981
6493,34.18995,-118.38863,1.904,1.022,1.269,0.682,0.95175
6494,34.1879,-118.38869,1.913,1.026,1.276,0.684,0.957
6495,34.20816,-118.38874,2.146,1.222,1.431,0.814,1.07325
6496,34.05457,-118.38876,2.19,1.209,1.46,0.806,1.095
6497,34.03488,-118.38876,2.067,1.14,1.378,0.76,1.0335
6498,34.19051,-118.38877,1.909,1.027,1.273,0.685,0.95475
6499,34.15098,-118.38887,2.408,1.169,1.605,0.78,1.20375
6500,34.20647,-118.38891,2.116,1.201,1.411,0.801,1.05825
6501,34.03538,-118.38891,2.07,1.141,1.38,0.761,1.035
6502,34.07378,-118.38902,2.329,1.277,1.552,0.851,1.164
6503,34.19075,-118.38905,1.911,1.028,1.274,0.686,0.9555
6504,34.19005,-118.38912,1.904,1.021,1.269,0.68,0.95175
6505,34.05381,-118.38915,2.184,1.207,1.456,0.805,1.092
6506,34.05324,-118.38916,2.18,1.205,1.454,0.803,1.0905
6507,34.19142,-118.38919,1.918,1.035,1.278,0.69,0.9585
6508,34.19426,-118.38922,1.946,1.065,1.298,0.71,0.9735
6509,34.05261,-118.38922,2.176,1.203,1.45,0.802,1.0875
6510,34.05456,-118.38926,2.19,1.21,1.46,0.806,1.095
6511,34.19632,-118.38928,1.967,1.086,1.311,0.724,0.98325
6512,34.19096,-118.38929,1.913,1.029,1.275,0.686,0.95625
6513,34.07378,-118.3894,2.329,1.277,1.552,0.851,1.164
6514,34.03517,-118.38952,2.069,1.141,1.379,0.761,1.03425
6515,34.19483,-118.38955,1.951,1.069,1.3,0.713,0.975
6516,34.19469,-118.38967,1.949,1.067,1.299,0.711,0.97425
6517,34.19451,-118.38967,1.947,1.065,1.298,0.71,0.9735
6518,34.19784,-118.38968,1.979,1.1,1.32,0.733,0.99
6519,34.19699,-118.38969,1.971,1.091,1.314,0.727,0.9855
6520,34.19501,-118.38969,1.952,1.07,1.301,0.713,0.97575
6521,34.07406,-118.38969,2.331,1.278,1.554,0.852,1.1655
